weight4,setup4,speed4,weight3,setup3,speed3,weight2,setup2,speed2,weight1,setup1,speed1,wind_dir,wind_speed
86,S1,43,55,75,38,101,S1,45,62,72,37,324,3
78,X,48,89,S1,41,85,S1,41,70,X,42,316,4.6
83,S1,41,86,S1,43,100,SO2,35,106,SO2,,320,4.9
81,S1,37,75,S1,33,77,S1,35,94,S1,39,353,4.8
99,SO2,34,69,X,45,76,S1,38,89,S1,35,23,3.2
88,S1,38,62,72,32,97,S1,35,75,X,43,8,5.5
117,SN2,37,100,SO2,35,63,73,34,65,75,39,16,3.7
X,X,X,63,73,39,74,X,46,89,S1,38,311,4.8
60,70,33,85,S1,34,86,S1,37,59,69,34,323,5
96,S1,39,62,72,35,71,X,34,105,SO2,38,322,6.7
68,X,39,71,X,43,96,S1,43,80,S1,34,311,5.8
X,X,X,78,X,48,89,S1,39,77,X,43,321,4.9
101,SO2,35,113,SN2,32,105,SO2,39,X,X,X,327,3.8
76,X,44,92,S1,43,111,SO2,35,114,SO2,42,317,3.8
95,S1,45,91,S1,42,89,S1,38,106,SO2,36,319,2.3
68,X,43,55,75,38,61,71,37,80,S1,39,6,1.3
87,S1,44,78,X,43,45,75,41,X,X,X,4,3.1
75,X,37,65,75,37,87,S1,34,81,S1,34,345,4.9
83,S1,39,91,S1,42,88,S1,46,80,S1,39,350,3.5
77,X,43,75,X,44,67,77,42,76,X,40,40,1.4
94,S1,47,87,S1,42,104,SO2,24,107,SO2,27,23,2
94,S1,47,81,X,38,76,X,34,79,X,48,49,3.4
104,SO2,32,93,SO2,32,100,SO2,38,X,X,X,56,3.1
92,S1,43,76,X,48,73,X,47,92,S1,42,18,0.8
96,S1,45,58,68,38,81,S1,38,109,SO2,42,39,0.5
X,X,X,X,X,X,78,X,36,59,69,38,324,3.5
X,X,X,82,S1,37,85,S1,36,78,S1,37,18,2.4
X,X,X,X,X,X,59,69,41,84,S1,43,354,1.3
X,X,X,X,X,X,92,S1,48,114,SO2,40,290,2.6
X,X,X,X,X,X,59,69,28,99,SO2,29,329,4.5
X,X,X,78,X,41,74,X,38,80,X,38,32,5
71,X,41,72,X,38,58,78,35,103,SO2,42,34,4.6
92,S1,38,76,X,43,81,X,46,73,X,38,314,3.2
68,X,35,96,S1,38,60,70,35,77,X,46,307,3.1
79,S1,28,77,S1,26,70,X,35,60,70,28,330,5
77,X,45,63,73,34,51,71,36,81,X,46,357,6.2
104,SO2,38,56,76,35,57,77,37,102,SO2,33,335,5.6
91,S1,36,59,79,43,65,75,36,91,S1,39,309,6.1
59,79,39,63,73,28,63,73,25,X,X,X,309,6.5
75,X,35,92,S1,37,88,S1,43,X,X,X,323,5.6
72,X,46,54,74,26,83,S1,27,64,74,36,360,6.1
81,S1,35,57,77,38,104,SO2,34,78,S1,38,9,4.8
71,X,43,73,X,38,59,69,32,100,SO2,25,340,5.6
109,SO2,35,65,75,35,63,73,35,80,S1,35,334,4.7
77,X,41,58,78,35,61,71,35,92,S1,41,27,4.6
85,S1,35,89,S1,35,90,S1,35,84,S1,35,356,2.6
90,S1,41,86,S1,41,81,X,43,92,S1,41,340,6.3
59,79,35,68,78,35,74,X,42,49,79,35,6,6.1
85,S1,37,103,SO2,37,118,SN2,35,85,S1,37,338,4.3
62,72,34,62,72,32,60,70,34,63,73,32,349,4.1
96,S1,38,90,S1,36,88,S1,36,51,71,36,330,5.7
100,S1,41,86,X,40,94,S1,40,89,X,44,6,5.6
92,S1,40,82,X,40,61,81,36,83,X,43,338,4.3
60,80,42,77,X,42,75,X,40,87,S1,39,335,5.3
77,X,42,85,S1,36,74,X,38,X,X,X,309,4.8
78,X,44,69,79,44,70,80,40,105,SO2,38,1,3.3
100,SO2,35,83,X,35,87,S1,35,63,83,43,316,2.8
91,S1,37,75,X,37,89,S1,39,X,X,X,344,3.1
72,82,42,63,83,39,75,X,37,X,X,X,351,3.4
X,X,X,78,X,45,80,X,39,90,S1,34,328,3.5
67,77,41,59,79,44,75,X,34,82,X,45,341,3.7
83,S1,36,85,S1,38,62,72,44,112,SO2,42,339,2.6
77,X,39,65,75,46,72,X,49,86,S1,38,13,1.5
87,S1,37,65,75,42,66,76,43,91,S1,35,318,2.2
86,S1,35,70,X,41,88,S1,36,86,S1,36,314,2.5
84,S1,39,79,S1,39,75,S1,36,76,S1,32,276,6.9
68,X,47,61,X,40,87,S1,47,78,S1,39,252,5.8
79,S1,46,80,S1,49,74,S1,41,74,S1,42,228,11.2
96,SN2,30,78,SO2,33,65,S1,32,88,SO2,36,221,12.9
62,X,46,88,SO2,35,60,X,42,X,X,X,243,11.6
58,X,48,72,S1,43,54,64,40,X,X,X,248,12.1
64,S1,42,90,SO2,44,68,S1,42,78,SO2,32,224,11.5
108,S3,37,73,S1,51,78,SO2,41,72,S1,44,198,11.4
65,S1,43,82,SO2,38,53,X,43,90,SO2,43,227,12.4
71,S1,43,73,S1,41,41,51,35,61,S1,43,248,11
81,SO2,32,66,S1,41,71,S1,38,98,SN2,35,218,11.4
62,S1,40,103,SN2,43,80,SO2,42,80,SO2,40,205,9.2
69,S1,35,54,X,38,57,S1,26,99,SN2,35,202,9.1
81,SO2,43,87,SO2,42,81,SO2,42,X,X,X,236,10.7
92,SO2,43,104,SN2,42,87,SO2,38,79,SO2,34,205,8.8
90,SO2,38,87,SO2,41,78,SO2,32,X,X,X,213,9.6
84,SO2,43,92,SO2,41,78,S1,48,84,SO2,43,218,9.2
60,S1,41,58,S1,37,61,S1,38,X,X,X,221,5.8
94,SO2,39,83,SO2,34,79,SO2,35,92,SO2,38,255,7.4
84,SO2,38,79,SO2,32,115,S3,37,59,S1,32,220,11
61,S1,30,78,SO2,30,80,SO2,36,96,SO2,36,252,14.7
62,X,41,71,S1,42,77,S1,47,61,X,47,210,15.3
67,S1,45,86,SO2,45,54,X,45,61,S1,35,219,13.6
X,X,X,58,S1,39,59,S1,35,70,S1,44,224,12.2
79,SO2,41,58,S1,39,86,SO2,43,97,SN2,39,219,11.8
80,SO2,42,64,S1,46,74,SO2,43,X,X,X,233,8.4
85,SO2,36,60,S1,34,69,S1,38,84,SO2,36,252,5.9
71,S1,35,77,SO2,23,91,SO2,37,55,X,26,255,6.5
59,X,44,57,X,42,89,SO2,35,73,S1,42,250,11
66,S1,40,91,SO2,43,68,S1,54,88,SO2,22,267,11.2
79,35,,64,S1,37,77,SO2,35,55,X,37,211,12.8
75,S1,45,47,67,47,73,S1,41,67,S1,40,258,10.8
105,SN2,43,106,SN2,43,85,SO2,38,54,64,47,271,6.3
78,SO2,38,83,SO2,34,78,SO2,35,59,X,41,218,4.7
X,X,X,52,62,40,63,X,36,79,SO2,36,271,2.9
97,SO2,24,59,69,28,57,67,24,56,66,18,36,5.4
60,80,43,75,85,46,87,S1,38,74,84,35,26,5.1
56,76,43,72,X,46,80,X,46,66,76,41,35,2.3
81,X,53,95,S1,45,61,81,45,105,SO2,38,335,0.6
98,S1,42,72,X,43,74,X,36,76,X,41,89,0.1
97,S1,45,64,74,37,69,X,46,85,S1,38,26,3.7
52,72,41,56,76,47,55,75,36,70,X,40,122,5.9
X,X,X,31,81,46,74,X,48,101,SO2,34,328,3.4
102,SO2,27,73,X,42,55,75,37,72,X,41,283,1.6
91,S1,48,71,X,44,79,S1,43,X,X,X,279,3.8
85,S1,48,67,X,37,88,S1,48,70,X,48,212,6.7
X,X,X,X,X,X,67,X,44,83,S1,38,255,7
X,X,X,X,X,X,TW50,SLIDER,DNA,TW50,SLIDER,DNA,221,12.2
X,X,X,TW50,X,42,X,X,X,X,X,X,219,16.4
X,X,X,90,SN2,27,82,SO2,29,78,S1,46,231,19.4
X,X,X,86,S1,46,80,S1,46,62,X,42,221,19.1
X,X,X,103,SN2,38,70,S1,37,57,X,35,212,18
X,X,X,104,SN2,38,43,63,44,107,SN2,43,197,11.5
X,X,X,X,X,X,65,X,46,103,SN2,34,208,12.8
X,X,X,X,X,X,102,SO2,51,97,SO2,49,174,17.1
X,X,X,X,X,X,88,SO2,38,57,X,39,172,15.3
X,X,X,X,X,X,69,S1,45,89,SO2,45,184,17.2
TW50,X,36,102,SN2,41,36,66,40,51,X,32,218,17.5
X,X,X,X,X,X,52,X,37,57,X,38,225,18.1
36,66,45,35,65,47,47,67,45,48,68,48,192,18.9
83,SO2,35,80,SO2,34,67,S1,45,80,SO2,34,210,16.6
91,SO2,43,65,S1,27,36,66,39,76,S1,43,231,18.2
79,S1,44,49,59,35,88,SO2,36,74,S1,42,248,22.2
100,SN2,45,62,X,44,71,S1,48,X,X,X,224,21.3
56,X,32,75,S1,38,78,S1,46,63,X,38,191,14.4
X,X,X,49,59,37,61,X,35,68,S1,38,226,11.4
69,S1,38,42,62,36,57,X,45,96,SO2,41,223,12.5
91,SO2,39,64,X,47,82,S1,45,99,SO2,37,274,12.4
92,SO2,46,61,X,41,84,S1,45,X,X,X,240,14.7
110,SN2,36,106,SN2,37,90,SO2,34,92,SO2,32,250,18.8
80,S1,37,109,SN2,35,93,SO2,34,35,65,29,218,14.4
66,X,44,81,S1,39,78,S1,36,81,S1,38,233,18
82,S1,44,60,X,36,66,X,43,52,62,32,235,17.4
79,S1,44,67,X,44,65,X,39,89,S1,41,207,16.6
66,X,39,95,SO2,39,72,S1,37,106,SN2,37,207,14.5
102,SN2,35,72,S1,39,83,S1,44,61,X,39,269,12.6
90,SO2,37,93,SO2,39,64,X,44,82,S1,45,204,14.7
75,S1,44,71,S1,38,86,S1,46,78,S1,37,255,17.2
54,64,42,57,67,44,81,S1,43,67,X,45,239,15.6
51,61,34,74,S1,39,68,X,45,74,S1,38,232,11.1
89,SO2,42,70,S1,46,102,SN2,34,61,X,43,236,12.8
X,X,X,114,SN2,43,66,X,45,91,SO2,38,249,13.4
X,X,X,X,X,X,88,SO2,34,80,S1,37,210,14.6
75,S1,35,61,X,38,100,SO2,42,X,X,X,238,18.7
83,S1,42,66,X,45,64,X,49,84,S1,46,216,19.4
64,X,47,109,SN2,33,65,X,38,81,S1,38,242,17.9
68,S1,38,96,SO2,38,59,X,43,57,X,38,231,17.2
69,S1,37,41,61,37,63,S1,35,57,X,41,226,13.7
107,SN2,41,57,X,46,105,SN2,42,79,S1,38,250,14.5
89,SO2,43,111,SN2,46,67,S1,43,66,S1,38,217,20.3
X,X,X,63,S1,36,66,S1,39,82,S1,45,169,18.4
49,59,49,104,SN2,48,58,X,51,X,X,X,236,14.3
59,X,53,78,S1,49,85,SO2,53,79,S1,49,214,13.8
77,SO2,49,49,X,50,53,X,52,77,SO2,48,195,12.4
59,S1,49,72,SO2,47,63,S1,53,62,S1,49,143,17.9
95,SN2 S3,44,101,SN2 S3,42,64,SO2,38,86,S1 S3,46,171,19.1
66,SO2,36,97,SN2 S3,34,112,SN2 X2 S3,43,82,S1 S3,35,216,15
97,SN2 S3,38,81,S1 S3,36,65,SO2,37,61,SO2,34,176,21.5
96,SN2 S3,34,78,S3,32,X,X,X,X,X,X,184,19.1
93,SO2 S3,32,60,SO2,33,77,S3,28,84,S1 S3,35,217,21.2
87,S3,36,94,S1 S3,38,113,SO2 SN2 S3,41,X,X,X,140,19
62,SO2,32,64,SO2,35,40,50,35,115,SO2 SN2 S3,41,238,22.2
49,X,38,48,X,42,79,SN2,35,51,X,42,255,19.2
83,SN2,42,62,S1,42,69,SO2,38,110,SN2 S3,43,254,16.8
X,X,X,74,SO2,45,70,SO2,45,85,SN2,45,236,13.3
97,SO2 S3,46,95,SO2 S3,44,92,SO2 S3,44,84,SN2,46,167,15.1
69,SO2,32,46,X,36,59,S1,44,71,SO2,36,199,15.6
76,SN2,40,68,SO2,40,91,S3,40,X,X,X,209,15.3
101,S3 SN2 S1,42,121,S3 SN2X2,50,109,S3 SN2 SO2,46,X,X,X,207,13
X,X,X,57,S1,45,97,S3 SN2,42,83,SN2,42,160,13.7
114,S3 SN2X2,38,73,SN2,34,52,SO2,28,103,S3 SN2 SO2,40,185,19.1
82,S3,30,76,SN2,33,59,SO2,18,83,S3,34,191,15.1
69,SO2,32,56,S1,36,76,SN2,22,90,S3 SO2,26,229,14.9
57,S1,37,94,SO2 S3,33,89,S1 S3,33,X,X,X,206,16.9
62,S1,46,85,SN2,42,94,SO2 S3,42,71,SN2,40,206,21.9
61,SO2,31,62,SO2,30,61,SO2,32,68,SO2,33,227,17.1
74,SN2,26,89,S1 S3,26,70,SN2,24,74,SN2,24,147,15
56,S1,43,76,SN2,35,95,S3 SN2,35,96,S3 SN2,30,199,19.7
57,SO2,31,84,S3,33,49,S1,33,87,S1 S3,36,221,15.3
96,SO2 S3,33,81,S3,37,68,SO2,34,77,SN2,36,174,12.2
91,S3,33,57,S1,39,59,S1,41,83,SN2,39,209,15
X,X,X,75,SN2,43,64,SO2,42,X,X,X,165,12.3
89,S3,38,105,SO2 SN2 S3,35,77,SN2,30,95,S1 S3,28,211,13.5
64,SO2,27,73,SN2,23,65,SO2,26,98,SN2 S3,28,233,15.5
93,SO2 S3,23,94,SO2 S3,20,88,S3,20,61,SO2,12,220,18.6
69,SO2,24,59,S1,24,120,SN2X2 S3,28,112,S3 SN2X2,28,231,19.7
80,SN2,31,64,SO2,33,79,SN2,35,99,S1 S3,38,238,20.5
47,57,33,81,SN2,29,41,61,39,X,X,X,227,19.4
61,X,39,69,S1,38,86,SN2,33,93,S3,30,236,17.6
68,S1,35,111,SO2 SN2 S3,30,67,SO2,28,70,SO2,25,216,19.5
82,SN2,30,60,X,40,45,65,40,58,X,43,248,16.6
113,SO2 SN2 S3,40,98,S1 S3,39,50,60,39,86,SN2,32,156,19.2
63,S1,46,50,60,48,45,65,39,78,SN2,30,245,14.2
81,SN2,38,79,SN2,39,X,X,X,X,X,X,254,21.4
79,SO2,40,69,S1,43,83,SO2,42,80,SO2,40,224,19.8
69,SO2,36,71,SO2,36,57,X,30,73,SO2,28,171,16.3
66,S1,30,58,X,30,70,S1,33,X,X,X,207,18.9
X,X,X,57,X,35,58,X,34,58,X,33,226,17.7
77,S1,38,48,58,40,75,S1,35,X,X,X,231,15.6
73,S1,35,79,SO2,30,72,S1,30,80,SO2,26,247,16.5
68,X,30,62,X,36,54,64,36,88,SO2,30,250,15.3
91,SO2,37,51,61,38,79,S1,42,84,S1,35,226,16.8
96,SO2,39,74,S1,39,54,64,42,X,X,X,247,16.3
78,S1,41,60,X,43,78,S1,43,64,X,41,236,14.2
X,X,X,87,SO2,35,75,S1,37,X,X,X,209,12.8
X,X,X,105,SO2 S3,39,82,SO2,33,76,S1,39,210,18
88,SO2,35,81,S1,40,98,SN2,42,82,S1,44,216,15.4
89,SO2,33,45,65,35,50,60,38,49,59,40,214,19
50,60,28,40,60,34,93,SO2,34,X,X,X,231,16.1
46,66,37,55,65,37,60,70,29,60,X,37,191,19.5
48,68,43,87,SO2,33,96,SO2,32,X,X,X,266,16
TW50,20,29,TW50,20,31,TW50,20,32,TW50,10,36,233,12.7
74,S1,31,62,X,34,87,SO2,25,72,S1,37,272,8.2
108,SN2,30,102,SO2,32,76,S1,36,67,X,38,248,12.5
64,X,31,66,X,34,94,SO2,30,X,X,X,255,13.6
81,S1,40,83,S1,46,113,SN2,37,X,X,X,248,10.5
70,X,43,89,S1,46,56,66,39,89,S1,49,262,12.6
X,X,X,70,X,47,56,66,38,90,SO2,32,278,12.5
70,X,38,60,70,35,77,S1,32,90,SO2,30,248,9.6
68,X,39,67,X,34,82,S1,36,71,X,40,261,13
74,X,36,59,69,30,70,X,35,88,S1,39,259,8.4
X,X,X,81,S1,34,67,X,45,76,X,40,281,11.2
67,X,29,50,70,30,94,SO2,40,86,S1,46,257,12
76,X,40,54,74,43,89,S1,37,87,S1,46,238,11.9
91,SO2,27,97,SO2,26,78,S1,32,32,72,33,281,10.1
62,72,42,70,X,41,66,76,40,88,S1,43,263,14.3
68,X,31,59,69,36,113,SN2,33,X,X,X,248,14.6
95,SO2,31,40,70,36,93,SO2,30,X,X,X,251,13.7
88,S1,44,84,S1,39,81,S1,38,89,S1,46,252,11
X,X,X,97,SO2,31,80,S1,35,86,S1,37,264,11.3
94,SO2,40,62,72,35,71,X,37,X,X,X,253,11.8
X,X,X,66,X,37,62,72,37,82,S1,33,269,8.8
65,75,41,115,SN2,32,92,SO2,30,X,X,X,269,9.1
X,X,X,68,78,34,80,S1,28,X,X,X,254,7.4
81,X,41,74,X,35,69,79,37,80,X,40,272,9.3
51,81,40,76,X,39,72,82,43,83,X,41,276,7.1
83,X,45,89,S1,41,72,82,46,110,SN2,27,262,9.5
103,SO2,34,77,X,37,X,X,X,X,X,X,295,9.7
81,X,41,60,80,40,85,S1,37,81,X,39,270,9.5
X,X,X,88,S1,45,105,SO2,38,101,SO2,38,286,10.9
91,S1,42,68,78,44,91,S1,42,81,X,49,231,13
86,S1,36,71,X,45,88,S1,42,94,X,34,243,13.6
86,S1,41,61,71,36,56,76,41,64,74,38,224,16.6
90,S1,40,97,SO2,36,78,S1,34,82,S1,34,281,14.8
59,69,38,69,X,42,X,X,X,X,X,X,274,10.3
84,S1,33,111,SN2,35,103,SO2,37,114,SN2,33,249,11
78,S1,40,89,S1,33,106,SO2,35,83,S1,31,259,13.7
98,SO2,36,71,S1,34,58,X,26,106,SO2,40,250,12.6
86,S1,27,55,X,29,65,X,35,X,X,X,240,13.3
69,S1,27,77,S1,26,61,X,28,78,S1,25,259,12.1
60,X,26,90,SO2,29,61,X,26,94,SO2,28,255,15.3
100,SO2,41,69,X,42,55,65,36,107,SO2,34,275,14
81,S1,37,69,X,36,61,71,34,X,X,X,250,13.6
62,72,35,65,X,31,71,X,37,98,SO2,27,250,11
65,75,37,56,76,39,91,S1,41,81,X,43,240,10.5
X,X,X,57,77,31,66,76,35,74,X,36,257,11
52,72,28,65,75,40,58,78,32,72,X,35,280,8.8
55,75,37,64,74,35,64,74,34,66,76,33,259,8.1
74,X,40,105,SO2,37,78,X,36,73,X,34,262,8.2
99,SO2,32,93,S1,40,95,S1,43,90,S1,39,292,8.3
60,70,24,53,73,32,59,69,30,X,X,X,290,9.6
85,X,42,84,X,43,83,X,36,92,S1,39,297,7.3
X,X,X,X,X,X,71,81,18,73,83,24,304,11.6
105,S1,34,79,89,35,68,98,37,90,X,24,305,8.5
99,X,41,96,X,47,69,99,35,67,97,43,304,8
X,X,X,89,99,45,98,X,42,X,X,X,330,11.2
X,X,X,62,92,42,94,X,46,73,93,37,293,8.3
X,X,X,X,X,X,73,93,40,71,91,38,291,11
X,X,X,X,X,X,75,95,37,X,X,X,310,8.5
66,96,37,60,90,31,X,X,X,X,X,X,303,14.2
64,94,35,58,98,36,58,98,39,66,96,34,294,11.6
92,X,36,85,95,45,95,X,43,X,X,X,280,8.6
76,96,37,75,95,36,62,92,32,61,91,31,271,7.9
54,94,49,87,97,54,80,90,40,55,95,41,290,11.1
102,S1,38,79,89,39,72,92,41,65,85,34,296,10.3
62,82,35,94,S1,34,72,82,32,90,X,37,292,9.8
74,84,33,87,X,41,60,80,26,X,X,X,321,9.5
91,X,36,70,90,31,107,S1,34,X,X,X,309,8
83,X,37,79,89,37,87,X,30,77,87,36,311,9.6
125,S3,32,95,X,41,89,X,38,65,95,36,300,11.6
TW50,X,32,TW50,X,32,TW50,X,27,TW50,X,41,245,4.4
101,SN2,33,82,S1,35,77,S1,39,82,S1,42,247,4.3
86,S1,41,72,X,51,79,S1,41,71,X,46,203,8.4
103,SN2,25,90,SO2,30,87,S1,40,71,X,46,225,7
80,S1,43,72,S1,41,65,S1,41,69,S1,41,209,7
93,SO2,36,86,SO2,32,67,S1,36,X,X,X,245,6.2
X,X,X,64,S1,39,83,SO2,29,X,X,X,240,9.5
111,S3,35,73,S1,35,57,X,35,73,S1,42,206,9.2
82,SO2,31,77,S1,39,60,X,42,88,SO2,37,193,6.7
74,S1,45,82,SO2,35,85,SO2,38,78,S1,48,215,11.9
95,SO2,33,80,SO2,31,105,SN2,41,57,X,33,234,11.5
99,SN2,36,63,S1,27,101,SN2,36,91,SO2,40,193,10.3
74,S1,38,82,SO2,32,54,X,41,57,X,38,213,8.6
86,SO2,33,X,X,X,86,SO2,37,100,SN2,32,215,9.1
67,S1,37,98,SN2,37,93,SN2,34,57,X,37,224,8.7
106,SN2,25,58,X,39,52,X,25,79,S1,35,211,11.8
83,SO2,35,59,X,37,75,S1,44,70,S1,35,236,11.8
X,X,X,61,X,,64,X,,85,SO2,,203,10.4
